0.297222 0.116667 0.136682 0
0.286111 0.114583 0.0852604 0
0.280556 0.147917 0.224376 0
0.288889 0.116667 0.149554 0
0.280556 0.1375 0.0193519 0
0.3 0.108333 0.120192 0
0.294444 0.1125 0.117226 0
0.277778 0.120833 0.104655 0
0.286111 0.11875 0.152444 0
0.294444 0.114583 0.146827 0
0.288889 0.116667 0.160886 0
0.272222 0.10625 0.0986395 0
0.269444 0.133333 0.221972 0
0.244444 0.141667 0.149064 0
0.297222 0.129167 0.201236 0
0.286111 0.10625 0.0967066 0
0.286111 0.1125 0.0170802 0
0.286111 0.133333 0.157008 0
0.288889 0.139583 0.176521 0
0.261111 0.135417 0.228151 0
0.241667 0.133333 0.338182 0
0.280556 0.11875 0.152857 0
0.225 0.145833 0.265961 0
0.275 0.139583 0.355194 0
0.197222 0.125 0.123239 0
0.266667 0.127083 0.28125 0
0.269444 0.1 0.0178265 0
0.3 0.125 0.120525 0
0.297222 0.125 0.102025 0
0.272222 0.120833 0.018121 0
0.288889 0.1125 0.101674 0
0.277778 0.102083 0.0281633 0
0.261111 0.135417 0.218331 0
0.266667 0.125 0.172917 0
0.288889 0.120833 0.0444297 0
0.277778 0.1375 0.0165152 0
0.288889 0.116667 0.0649038 0
0.266667 0.108333 0.0404647 0
0.291667 0.1125 0.0890653 0
0.3 0.120833 0.215517 0
0.222222 0.133333 0.189844 0
0.294444 0.11875 0.0382324 0
0.277778 0.108333 0.169038 0
0.277778 0.133333 0.179844 0
0.280556 0.1 0.0540429 0
0.294444 0.120833 0.0229343 0
0.263889 0.129167 0.0565365 0
0.275 0.120833 0.0344828 0
0.291667 0.1125 0.0553792 0
0.3 0.129167 0.0637694 0
0.305556 0.122917 0.0785824 0
0.277778 0.120833 0.00844828 0
0.297222 0.125 0.140343 0
0.269444 0.133333 0.16221 0
0.294444 0.120833 0.198764 0
0.275 0.11875 0.186957 0
0.255556 0.120833 0.185345 0
0.1 0.0229167 0 0
0.283333 0.125 0.182026 0
0.286111 0.120833 0.205557 0
0.297222 0.141667 0.0705058 0
0.311111 0.108333 0.0820742 0
0.272222 0.1125 0.0204082 0
0.238889 0.135417 0.0774597 0
0.275 0.15625 0.145185 0
0.277778 0.0958333 0.157826 0
0.266667 0.1 0.109592 0
0.258333 0.129167 0.180194 0
0.302778 0.133333 0.15668 0
0.258333 0.152083 0.354544 0
0.236111 0.135417 0.110588 0
0.258333 0.135417 0.127213 0
0.261111 0.135417 0.114566 0
0.252778 0.147917 0.189754 0
0.238889 0.129167 0.155101 0
0.3 0.129167 0.0138889 0
0.288889 0.1375 0.0961538 0
0.275 0.120833 0.140892 0
0.272222 0.122917 0.020927 0
0.263889 0.122917 0.00303301 0
0.269444 0.120833 0.124778 0
0.211111 0.139583 0.259034 0
0.294444 0.122917 0.0454109 0
0.258333 0.141667 0.139311 0
0.291667 0.122917 0.168684 0
0.302778 0.133333 0.113675 0
0.202778 0.1375 0.157534 0
0.294444 0.1125 0.252096 0
0.205556 0.120833 0.142358 0
0.302778 0.1375 0.144148 0
0.280556 0.104167 0.0568317 0
0.302778 0.14375 0.165802 0
0.258333 0.158333 0.129315 0
0.313889 0.11875 0.0548052 0
0.294444 0.122917 0.215382 0
0.208333 0.125 0.109778 0
0.225 0.15 0.0442387 0
0.275 0.133333 0.193024 0
0.258333 0.145833 0.00983103 0
0.308333 0.108333 0.0945946 0
0.272222 0.104167 0.12898 0
0.302778 0.129167 0.114531 0
0.283333 0.10625 0.14456 0
0.288889 0.114583 0.159615 0
0.441667 0.225 0 1
0.430556 0.25625 0 1
0.441667 0.19375 0 1
0.441667 0.24375 0 1
0.408333 0.16875 0 1
0.372222 0.18125 0 1
0.419444 0.15625 0 1
0.4 0.18125 0 1
0.441667 0.235417 0 1
0.441667 0.239583 0 1
0.441667 0.24375 0 1
0.436111 0.15 0 1
0.427778 0.24375 0 1
0.441667 0.229167 0 1
0.441667 0.24375 0 1
0.411111 0.204167 0 1
0.405556 0.129167 0 1
0.347222 0.135417 0.00492308 1
0.441667 0.216667 0 1
0.416667 0.18125 0 1
0.441667 0.245833 0 1
0.441667 0.214583 0 1
0.369444 0.160417 0 1
0.441667 0.235417 0 1
0.441667 0.239583 0 1
0.441667 0.24375 0 1
0.3 0.191667 0 1
0.441667 0.254167 0 1
0.338889 0.245833 0 1
0.441667 0.1875 0 1
0.255556 0.15 0 1
0.372222 0.172917 0 1
0.441667 0.245833 0 1
0.436111 0.2 0 1
0.441667 0.227083 0 1
0.441667 0.222917 0 1
0.441667 0.272917 0 1
0.441667 0.295833 0 1
0.441667 0.20625 0 1
0.425 0.254167 0 1
0.391667 0.158333 0 1
0.416667 0.24375 0 1
0.436111 0.21875 0 1
0.227778 0.172917 0.00264473 1
0.438889 0.245833 0 1
0.380556 0.247917 0 1
0.441667 0.225 0 1
0.441667 0.266667 0 1
0.441667 0.208333 0 1
0.441667 0.2125 0 1
0.425 0.26875 0 1
0.441667 0.247917 0 1
0.441667 0.239583 0 1
0.441667 0.20625 0 1
0.247222 0.14375 0 1
0.369444 0.210417 0 1
0.388889 0.177083 0 1
0.441667 0.235417 0 1
0.411111 0.225 0 1
0.441667 0.225 0 1
0.441667 0.26875 0 1
0.441667 0.254167 0 1
0.441667 0.235417 0 1
0.441667 0.2625 0 1
0.430556 0.170833 0 1
